EL001153	E0217375	GPE	NO	WL
EL001159	NIL0015	GPE	NO	WL
EL001160	NIL0015	GPE	NO	WL
EL001164	NIL0015	GPE	NO	WL
EL001168	NIL0015	GPE	NO	WL
EL001170	NIL0015	GPE	NO	WL
EL001176	NIL0015	GPE	NO	WL
EL001184	NIL0015	GPE	NO	WL
EL001222	E0501132	GPE	YES	WL
EL001253	E0645089	GPE	NO	WL
EL001280	E0290954	GPE	YES	WL
EL001338	E0374684	GPE	YES	WL
EL001344	E0374684	GPE	YES	WL
EL001374	E0647882	GPE	YES	WL
EL001378	NIL0022	GPE	NO	WL
EL001379	NIL0022	GPE	NO	WL
EL001388	NIL0022	GPE	NO	WL
EL001398	E0721307	GPE	NO	WL
EL001436	E0696356	GPE	NO	WL
EL001459	E0194682	GPE	NO	WL
EL001492	NIL0024	GPE	NO	WL
EL001500	NIL0024	GPE	NO	WL
EL001504	NIL0024	GPE	NO	WL
EL001505	NIL0024	GPE	NO	WL
EL001511	NIL0024	GPE	NO	WL
EL001537	E0362775	GPE	YES	WL
EL001555	E0226754	GPE	YES	WL
EL001565	NIL0025	GPE	YES	WL
EL001568	NIL0025	GPE	NO	WL
EL001573	NIL0025	GPE	NO	WL
EL001574	NIL0025	GPE	NO	WL
EL001576	NIL0025	GPE	NO	WL
EL001593	E0640127	GPE	NO	WL
EL001613	E0633385	GPE	NO	WL
EL001632	E0315956	GPE	YES	WL
EL001690	E0526226	GPE	YES	WL
EL001711	E0672481	GPE	YES	WL
EL001719	E0088908	GPE	YES	WL
EL001733	E0698625	GPE	NO	WL
EL001822	NIL0027	GPE	NO	WL
EL001823	NIL0027	GPE	NO	WL
EL001827	NIL0027	GPE	NO	WL
EL001829	NIL0027	GPE	NO	WL
EL001833	NIL0027	GPE	NO	WL
EL001838	NIL0027	GPE	NO	WL
EL001845	E0401556	GPE	YES	WL
EL001850	NIL0028	GPE	NO	WL
EL001851	NIL0028	GPE	NO	WL
EL001853	NIL0028	GPE	NO	WL
EL001854	NIL0028	GPE	NO	WL
EL001856	NIL0028	GPE	NO	WL
EL001857	NIL0028	GPE	NO	WL
EL001859	NIL0028	GPE	NO	WL
EL001860	NIL0028	GPE	NO	WL
EL001883	E0362914	GPE	NO	WL
EL001920	NIL0028	GPE	NO	WL
EL001921	NIL0028	GPE	NO	WL
EL001923	NIL0028	GPE	NO	WL
EL001924	NIL0028	GPE	NO	WL
EL001926	NIL0028	GPE	NO	WL
EL001928	NIL0028	GPE	NO	WL
EL001931	NIL0028	GPE	NO	WL
EL001933	NIL0028	GPE	NO	WL
EL001938	E0757454	GPE	YES	WL
EL001946	E0757454	GPE	YES	WL
EL001961	E0482461	GPE	YES	WL
EL001984	E0076072	GPE	YES	WL
EL002011	NIL0030	GPE	NO	WL
EL002025	NIL0030	GPE	NO	WL
EL002099	NIL0032	GPE	NO	WL
EL002102	NIL0032	GPE	NO	WL
EL002104	NIL0032	GPE	NO	WL
EL002106	NIL0032	GPE	NO	WL
EL002111	NIL0032	GPE	YES	WL
EL002113	NIL0032	GPE	NO	WL
EL002114	NIL0032	GPE	NO	WL
EL002117	NIL0032	GPE	NO	WL
EL002149	NIL0033	GPE	NO	WL
EL002161	E0769300	GPE	YES	WL
EL002170	E0769300	GPE	YES	WL
EL002192	E0264963	GPE	YES	WL
EL002221	E0423428	GPE	YES	WL
EL002265	NIL0035	GPE	NO	WL
EL002266	NIL0035	GPE	NO	WL
EL002270	NIL0035	GPE	NO	WL
EL002271	NIL0035	GPE	NO	WL
EL002272	NIL0035	GPE	NO	WL
EL002278	NIL0035	GPE	NO	WL
EL002280	NIL0035	GPE	NO	WL
EL002297	NIL0036	GPE	NO	WL
EL002318	E0582836	GPE	YES	WL
EL002352	E0517789	GPE	YES	WL
EL002362	NIL0034	GPE	NO	WL
EL002363	NIL0034	GPE	NO	WL
EL002366	NIL0034	GPE	NO	WL
EL002367	NIL0034	GPE	NO	WL
EL002373	NIL0034	GPE	NO	WL
EL002375	NIL0034	GPE	NO	WL
EL002436	NIL0039	GPE	YES	WL
EL002437	NIL0039	GPE	NO	WL
EL002441	NIL0039	GPE	NO	WL
EL002443	NIL0039	GPE	NO	WL
EL002449	NIL0039	GPE	NO	WL
EL002451	NIL0039	GPE	NO	WL
EL002455	NIL0039	GPE	NO	WL
EL002456	NIL0039	GPE	NO	WL
EL002463	E0790879	GPE	YES	WL
EL002475	E0790879	GPE	YES	WL
EL002483	NIL0041	GPE	NO	WL
EL002487	NIL0041	GPE	NO	WL
EL002488	NIL0041	GPE	NO	WL
EL002489	NIL0041	GPE	NO	WL
EL002493	NIL0041	GPE	NO	WL
EL002502	NIL0042	GPE	NO	WL
EL002505	NIL0042	GPE	NO	WL
EL002508	NIL0042	GPE	NO	WL
EL002509	NIL0042	GPE	NO	WL
EL002510	NIL0042	GPE	NO	WL
EL002513	E0439840	GPE	YES	WL
EL002515	NIL0042	GPE	NO	WL
EL002520	NIL0042	GPE	NO	WL
EL002557	NIL0041	GPE	NO	WL
EL002606	E0642032	GPE	NO	WL
EL002619	E0642032	GPE	YES	WL
EL002631	NIL0043	GPE	NO	WL
EL002634	E0642032	GPE	YES	WL
EL002650	E0763217	GPE	YES	WL
EL002669	E0215475	GPE	YES	WL
EL002719	E0185096	GPE	YES	WL
EL002720	NIL0045	GPE	NO	WL
EL002721	E0185096	GPE	YES	WL
EL002724	E0185096	GPE	YES	WL
EL002728	NIL0045	GPE	NO	WL
EL002729	NIL0045	GPE	NO	WL
EL002732	NIL0045	GPE	NO	WL
EL002738	E0774401	GPE	YES	WL
EL002810	E0269274	GPE	YES	WL
EL002830	E0068419	GPE	YES	WL
EL002839	NIL0046	GPE	NO	WL
EL002889	NIL0049	GPE	NO	WL
EL002939	E0797446	GPE	NO	WL
EL002944	NIL0050	GPE	NO	WL
EL002946	NIL0050	GPE	NO	WL
EL002949	NIL0050	GPE	NO	WL
EL002950	NIL0050	GPE	NO	WL
EL002956	NIL0050	GPE	NO	WL
EL002958	NIL0050	GPE	NO	WL
EL002961	NIL0050	GPE	NO	WL
EL002963	NIL0050	GPE	NO	WL
EL002982	E0276658	GPE	NO	WL
EL003201	E0679687	GPE	YES	WL
EL003255	E0641330	GPE	YES	WL
EL003353	E0698625	GPE	YES	WL
EL003363	E0698625	GPE	YES	WL
EL003364	E0698625	GPE	YES	WL
EL003379	NIL0052	GPE	NO	WL
EL003380	NIL0052	GPE	YES	WL
EL003382	NIL0052	GPE	NO	WL
EL003391	NIL0052	GPE	NO	WL
EL003441	E0547173	GPE	YES	WL
EL003472	NIL0055	GPE	NO	WL
EL003475	NIL0055	GPE	NO	WL
EL003478	NIL0055	GPE	NO	WL
EL003482	NIL0055	GPE	NO	WL
EL003485	NIL0055	GPE	NO	WL
EL003488	NIL0055	GPE	NO	WL
EL003538	E0777238	GPE	YES	WL
EL003550	NIL0058	GPE	NO	WL
EL003551	E0425172	PER	NO	WL
EL003569	E0277953	PER	NO	WL
EL003619	E0068873	PER	NO	WL
EL003630	NIL0251	PER	NO	WL
EL003637	NIL0253	PER	NO	WL
EL003657	E0750356	PER	NO	WL
EL003664	E0750356	PER	NO	WL
EL003674	E0495753	PER	NO	WL
EL003679	E0495753	PER	NO	WL
EL003681	E0495753	PER	YES	WL
EL003697	E0057920	PER	NO	WL
EL003708	E0057920	PER	NO	WL
EL003721	NIL0258	PER	NO	WL
EL003732	NIL0260	PER	YES	WL
EL003743	NIL0262	PER	NO	WL
EL003770	E0100324	PER	NO	WL
EL003773	E0422669	PER	NO	WL
EL003781	NIL0263	PER	NO	WL
EL003790	NIL0264	PER	YES	WL
EL003803	NIL0264	PER	NO	WL
EL003817	NIL0266	PER	YES	WL
EL003820	NIL0330	PER	YES	WL
EL003821	NIL0330	PER	YES	WL
EL003833	E0420830	PER	YES	WL
EL003835	E0420830	PER	YES	WL
EL003846	E0284351	PER	NO	WL
EL003873	E0047887	PER	NO	WL
EL003882	NIL0346	PER	NO	WL
EL003904	E0431005	PER	NO	WL
EL003926	E0637504	PER	NO	WL
EL003975	NIL0351	PER	YES	WL
EL003977	NIL0350	PER	YES	WL
EL003983	NIL0352	PER	YES	WL
EL003992	E0337523	PER	NO	WL
EL004007	NIL0354	PER	YES	WL
EL004018	NIL0356	PER	YES	WL
EL004028	E0469011	PER	NO	WL
EL004041	NIL0357	PER	NO	WL
EL004048	E0141366	PER	NO	WL
EL004060	E0141366	PER	NO	WL
EL004064	E0141366	PER	NO	WL
EL004076	E0131347	PER	YES	WL
EL004077	E0131347	PER	YES	WL
EL004080	E0131347	PER	NO	WL
EL004092	NIL0363	PER	YES	WL
EL004094	NIL0363	PER	NO	WL
EL004107	E0466642	PER	NO	WL
EL004113	E0167784	PER	NO	WL
EL004120	E0167784	PER	NO	WL
EL004131	E0036366	PER	YES	WL
EL004132	E0819391	PER	NO	WL
EL004138	E0819391	PER	NO	WL
EL004139	E0819391	PER	NO	WL
EL004142	E0819391	PER	NO	WL
EL004143	E0819391	PER	NO	WL
EL004152	E0609703	PER	NO	WL
EL004196	E0007729	PER	NO	WL
EL004202	E0312210	PER	NO	WL
EL004227	NIL0369	PER	YES	WL
EL004230	NIL0370	PER	NO	WL
EL004266	E0747980	PER	NO	WL
EL004270	E0747980	PER	NO	WL
EL004280	NIL0375	PER	YES	WL
EL004286	E0116948	PER	NO	WL
EL004297	NIL0376	PER	NO	WL
EL004300	NIL0376	PER	YES	WL
EL004301	E0803685	PER	NO	WL
EL004310	E0398205	PER	NO	WL
EL004311	E0398205	PER	NO	WL
EL004322	E0682109	PER	NO	WL
EL004333	E0160751	PER	NO	WL
EL004334	NIL0380	PER	YES	WL
EL004335	NIL0379	PER	YES	WL
EL004351	E0141256	PER	YES	WL
EL004360	E0141256	PER	NO	WL
EL004362	E0141256	PER	NO	WL
EL004380	E0139398	PER	NO	WL
EL004386	E0099003	PER	YES	WL
EL004393	E0736224	PER	NO	WL
EL004411	E0793726	PER	YES	WL
EL004422	E0506356	PER	NO	WL
EL004425	E0629007	PER	YES	WL
EL004430	E0629007	PER	NO	WL
EL004455	E0782008	PER	NO	WL
EL004461	NIL0388	PER	NO	WL
EL004476	E0518665	PER	NO	WL
EL004492	E0573263	PER	NO	WL
EL004493	E0573263	PER	YES	WL
EL004549	E0604948	PER	NO	WL
EL004551	E0604948	PER	NO	WL
EL004568	E0476867	PER	NO	WL
EL004605	E0120776	PER	YES	WL
EL004625	E0392924	PER	NO	WL
EL004633	E0137250	PER	NO	WL
EL004638	E0137250	PER	NO	WL
EL004642	NIL0413	PER	YES	WL
EL004643	NIL0412	PER	YES	WL
EL004648	NIL0418	PER	NO	WL
EL004656	E0756259	PER	NO	WL
EL004660	NIL0419	PER	YES	WL
EL004671	NIL0439	PER	NO	WL
EL004706	NIL0444	PER	NO	WL
EL004711	NIL0445	PER	NO	WL
EL004713	E0493405	PER	YES	WL
EL004745	NIL0446	PER	NO	WL
EL004759	NIL0447	PER	YES	WL
EL004778	NIL0449	PER	YES	WL
EL004864	NIL0451	PER	YES	WL
EL004868	NIL0451	PER	YES	WL
EL004888	E0375749	PER	NO	WL
EL004892	E0067146	PER	NO	WL
EL004902	E0695372	PER	NO	WL
EL004915	E0674882	PER	NO	WL
EL004918	E0674882	PER	NO	WL
EL004941	NIL0453	PER	NO	WL
EL004967	NIL0455	PER	NO	WL
EL004974	NIL0454	PER	YES	WL
EL004986	E0066748	PER	NO	WL
EL004987	E0066748	PER	NO	WL
EL004996	E0119967	PER	YES	WL
EL004997	E0119967	PER	YES	WL
EL005002	NIL0456	PER	YES	WL
EL005004	NIL0456	PER	YES	WL
EL005008	NIL0457	PER	YES	WL
EL005025	E0393070	PER	NO	WL
EL005032	E0393070	PER	NO	WL
EL005035	NIL0458	PER	YES	WL
EL005044	NIL0460	PER	YES	WL
EL005061	NIL0461	PER	YES	WL
EL005066	NIL0461	PER	NO	WL
EL005085	NIL0463	PER	YES	WL
EL005088	NIL0462	PER	YES	WL
EL005093	NIL0464	PER	NO	WL
EL005109	NIL0465	PER	NO	WL
EL005118	NIL0466	PER	YES	WL
EL005142	E0169702	PER	NO	WL
EL005163	E0103833	PER	NO	WL
EL005166	E0103833	PER	NO	WL
EL005167	E0103833	PER	NO	WL
EL005172	E0103833	PER	NO	WL
EL005175	E0806569	PER	NO	WL
EL005179	E0806569	PER	NO	WL
EL005187	E0787369	PER	NO	WL
EL005189	E0787369	PER	NO	WL
EL005201	NIL0468	PER	NO	WL
EL005202	E0787369	PER	NO	WL
EL005209	E0084015	PER	NO	WL
EL005214	E0084015	PER	NO	WL
EL005234	E0106330	PER	NO	WL
EL005248	E0553654	ORG	YES	WL
EL005256	E0553654	ORG	YES	WL
EL005267	E0256871	ORG	YES	WL
EL005268	E0256871	ORG	YES	WL
EL005270	NIL0064	ORG	YES	WL
EL005285	NIL0061	ORG	NO	WL
EL005326	NIL0067	ORG	NO	WL
EL005331	NIL0068	ORG	YES	WL
EL005336	NIL0070	ORG	NO	WL
EL005340	NIL0070	ORG	NO	WL
EL005358	E0193859	ORG	NO	WL
EL005367	E0281051	ORG	NO	WL
EL005371	E0384127	ORG	NO	WL
EL005380	NIL0076	ORG	NO	WL
EL005384	E0449223	ORG	NO	WL
EL005395	NIL0075	ORG	YES	WL
EL005412	E0259265	ORG	NO	WL
EL005427	E0793281	ORG	YES	WL
EL005435	E0793281	ORG	NO	WL
EL005455	E0684280	ORG	YES	WL
EL005465	NIL0084	ORG	YES	WL
EL005469	NIL0081	ORG	NO	WL
EL005470	NIL0083	ORG	NO	WL
EL005477	NIL0082	ORG	NO	WL
EL005480	NIL0085	ORG	YES	WL
EL005498	E0097152	ORG	NO	WL
EL005505	E0437638	ORG	NO	WL
EL005506	E0437638	ORG	NO	WL
EL005512	E0302276	ORG	NO	WL
EL005527	E0383122	ORG	YES	WL
EL005591	E0476856	ORG	NO	WL
EL005593	E0476856	ORG	NO	WL
EL005661	E0809591	ORG	NO	WL
EL005671	E0692526	ORG	NO	WL
EL005681	NIL0089	ORG	NO	WL
EL005683	NIL0089	ORG	NO	WL
EL005692	E0777504	ORG	NO	WL
EL005696	E0777504	ORG	YES	WL
EL005718	E0548088	ORG	NO	WL
EL005728	E0548088	ORG	NO	WL
EL005731	E0548088	ORG	NO	WL
EL005761	E0454439	ORG	YES	WL
EL005781	E0028440	ORG	YES	WL
EL005792	E0028440	ORG	NO	WL
EL005798	E0287282	ORG	NO	WL
EL005809	E0287282	ORG	NO	WL
EL005814	E0669850	ORG	NO	WL
EL005833	E0265128	ORG	YES	WL
EL005836	NIL0095	ORG	YES	WL
EL005849	E0792911	ORG	NO	WL
EL005886	NIL0101	ORG	YES	WL
EL005892	NIL0101	ORG	YES	WL
EL005894	NIL0101	ORG	YES	WL
EL005895	NIL0101	ORG	YES	WL
EL005900	NIL0101	ORG	YES	WL
EL005903	E0670654	ORG	NO	WL
EL005916	NIL0108	ORG	YES	WL
EL005917	NIL0108	ORG	YES	WL
EL005921	NIL0110	ORG	YES	WL
EL005925	NIL0110	ORG	YES	WL
EL005926	NIL0110	ORG	NO	WL
EL005948	E0491159	ORG	NO	WL
EL005956	E0353777	ORG	NO	WL
EL005971	E0353777	ORG	NO	WL
EL005972	E0353777	ORG	NO	WL
EL005991	E0661179	ORG	NO	WL
EL005992	E0661179	ORG	NO	WL
EL006000	E0754892	ORG	NO	WL
EL006041	NIL0120	ORG	YES	WL
EL006042	NIL0120	ORG	NO	WL
EL006043	E0337311	ORG	YES	WL
EL006051	E0337311	ORG	YES	WL
EL006054	E0337311	ORG	NO	WL
EL006057	E0337311	ORG	YES	WL
EL006068	E0789145	ORG	NO	WL
EL006077	NIL0147	ORG	YES	WL
EL006087	E0275244	ORG	YES	WL
EL006099	E0275244	ORG	YES	WL
EL006107	E0202997	ORG	NO	WL
EL006109	E0202997	ORG	NO	WL
EL006138	E0371427	ORG	NO	WL
EL006142	E0371427	ORG	YES	WL
EL006174	E0222324	ORG	NO	WL
EL006182	NIL0168	ORG	NO	WL
EL006200	E0231100	ORG	NO	WL
EL006231	E0761331	ORG	NO	WL
EL006241	E0761331	ORG	NO	WL
EL006246	E0346619	ORG	NO	WL
EL006250	E0346619	ORG	NO	WL
EL006253	E0374042	ORG	NO	WL
EL006264	NIL0182	ORG	NO	WL
EL006272	NIL0182	ORG	NO	WL
EL006274	NIL0182	ORG	NO	WL
EL006289	E0436955	ORG	YES	WL
EL006291	NIL0199	ORG	NO	WL
EL006292	NIL0200	ORG	YES	WL
EL006297	E0237088	ORG	NO	WL
EL006299	E0237088	ORG	NO	WL
EL006313	E0340753	ORG	NO	WL
EL006314	E0340753	ORG	NO	WL
EL006335	E0684417	ORG	NO	WL
EL006339	NIL0205	ORG	NO	WL
EL006340	NIL0205	ORG	NO	WL
EL006352	NIL0206	ORG	NO	WL
EL006357	E0091383	ORG	NO	WL
EL006360	NIL0210	ORG	YES	WL
EL006361	NIL0210	ORG	YES	WL
EL006363	NIL0210	ORG	NO	WL
EL006406	E0275249	ORG	YES	WL
EL006408	E0275249	ORG	YES	WL
EL006410	E0275249	ORG	NO	WL
EL006412	E0275249	ORG	YES	WL
EL006415	E0275249	ORG	NO	WL
EL006417	E0275249	ORG	YES	WL
EL006436	E0343020	ORG	NO	WL
EL006455	E0700143	ORG	NO	WL
EL006462	E0700143	ORG	YES	WL
EL006488	NIL0231	ORG	NO	WL
EL006494	NIL0231	ORG	YES	WL
EL006495	NIL0233	ORG	NO	WL
EL006505	NIL0234	ORG	NO	WL
EL006511	NIL0234	ORG	YES	WL
EL006523	NIL0236	ORG	NO	WL
EL006530	E0791416	ORG	NO	WL
EL006532	E0791416	ORG	NO	WL
EL006557	NIL0239	ORG	NO	WL
EL006560	NIL0239	ORG	YES	WL
EL006576	E0664397	ORG	NO	WL
EL006579	E0682938	ORG	YES	WL
EL006583	E0602894	ORG	NO	WL
EL006585	E0131583	ORG	NO	WL
EL006590	E0131583	ORG	YES	WL
EL006593	E0131583	ORG	YES	WL
EL006598	E0131583	ORG	NO	WL
EL006605	E0211524	ORG	NO	WL
EL006607	E0803920	ORG	NO	WL
EL006609	E0655951	ORG	YES	WL
EL006630	E0297701	ORG	NO	WL
EL006641	E0130354	ORG	YES	WL
EL006645	E0156976	ORG	NO	WL
EL006652	E0361097	ORG	YES	WL
EL006658	E0361097	ORG	NO	WL
EL006659	E0361097	ORG	NO	WL
EL006677	NIL0240	ORG	NO	WL
EL006683	NIL0240	ORG	YES	WL
EL006705	NIL0242	ORG	NO	WL
EL006730	E0252623	ORG	NO	WL
EL006748	E0734562	ORG	YES	WL
EL006788	E0166143	ORG	YES	WL
EL006791	E0540204	ORG	NO	WL
EL006799	E0504967	ORG	NO	WL
EL006802	NIL0245	ORG	NO	WL
EL006810	E0784457	ORG	NO	WL
EL006812	E0784457	ORG	NO	WL
EL006813	E0784457	ORG	NO	WL
EL006818	E0784457	ORG	YES	WL
EL006820	E0784457	ORG	NO	WL
EL006830	E0115554	ORG	NO	WL
EL006831	E0115554	ORG	NO	WL
EL006848	E0771852	ORG	NO	WL
EL006862	NIL0246	ORG	YES	WL
EL006873	NIL0247	ORG	YES	WL
EL006884	E0725535	ORG	YES	WL
EL006885	E0725535	ORG	NO	WL
EL006888	E0725535	ORG	NO	WL
EL006896	E0725535	ORG	NO	WL
EL006898	E0725535	ORG	NO	WL
EL006997	E0182788	GPE	YES	WL
EL007028	NIL0002	GPE	NO	WL
EL007207	E0632602	GPE	NO	WL
EL007215	E0632602	GPE	YES	WL
EL007246	E0071746	GPE	NO	WL
EL007268	E0566559	GPE	YES	WL
EL007349	E0112071	GPE	YES	WL
EL007426	E0067975	GPE	YES	WL
EL007438	NIL0016	GPE	NO	WL
EL007475	E0314283	GPE	YES	WL
EL007497	NIL0015	GPE	NO	WL
EL007673	E0363137	GPE	YES	WL
EL007679	E0363137	GPE	YES	WL
EL007734	E0293164	GPE	YES	WL
EL007924	E0467057	GPE	YES	WL
EL008050	NIL0031	GPE	NO	WL
EL008057	NIL0031	GPE	NO	WL
EL008066	E0538358	GPE	YES	WL
EL008129	NIL0034	GPE	NO	WL
EL008222	E0741465	GPE	YES	WL
EL008338	NIL0037	GPE	NO	WL
EL008341	NIL0037	GPE	NO	WL
EL008349	NIL0038	GPE	NO	WL
EL008427	E0393520	GPE	YES	WL
EL008552	E0068419	GPE	YES	WL
EL008640	E0449519	GPE	YES	WL
EL008656	NIL0048	GPE	NO	WL
EL008866	NIL0051	GPE	NO	WL
EL008969	NIL0054	GPE	NO	WL
EL009035	NIL0250	PER	YES	WL
EL009061	NIL0256	PER	YES	WL
EL009065	NIL0256	PER	NO	WL
EL009072	NIL0257	PER	NO	WL
EL009073	NIL0257	PER	YES	WL
EL009085	E0237686	PER	NO	WL
EL009095	NIL0261	PER	NO	WL
EL009108	E0659608	PER	NO	WL
EL009113	E0659608	PER	NO	WL
EL009114	E0659608	PER	NO	WL
EL009116	E0659608	PER	NO	WL
EL009117	E0659608	PER	NO	WL
EL009135	E0405715	PER	NO	WL
EL009136	E0405715	PER	NO	WL
EL009138	E0405715	PER	NO	WL
EL009140	E0405715	PER	NO	WL
EL009154	E0745395	PER	NO	WL
EL009157	NIL0265	PER	NO	WL
EL009159	E0777898	PER	NO	WL
EL009162	E0777898	PER	NO	WL
EL009173	E0771529	PER	NO	WL
EL009176	E0771529	PER	NO	WL
EL009203	E0702628	PER	NO	WL
EL009211	E0371614	PER	YES	WL
EL009213	E0371614	PER	NO	WL
EL009220	E0371614	PER	NO	WL
EL009221	E0375801	PER	YES	WL
EL009232	E0681609	PER	NO	WL
EL009234	E0441708	PER	NO	WL
EL009240	NIL0348	PER	YES	WL
EL009252	NIL0348	PER	YES	WL
EL009265	E0774987	PER	NO	WL
EL009284	NIL0353	PER	YES	WL
EL009305	E0751584	PER	NO	WL
EL009309	E0751584	PER	NO	WL
EL009332	E0819391	PER	NO	WL
EL009338	E0819391	PER	NO	WL
EL009341	E0819391	PER	NO	WL
EL009351	NIL0367	PER	NO	WL
EL009352	NIL0367	PER	YES	WL
EL009353	E0455080	PER	NO	WL
EL009356	E0455080	PER	NO	WL
EL009358	E0455080	PER	NO	WL
EL009366	E0455080	PER	NO	WL
EL009385	E0046101	PER	NO	WL
EL009387	E0046101	PER	NO	WL
EL009392	E0087911	PER	NO	WL
EL009396	E0283427	PER	YES	WL
EL009409	E0015338	PER	NO	WL
EL009447	E0474277	PER	NO	WL
EL009456	E0474277	PER	NO	WL
EL009461	NIL0378	PER	YES	WL
EL009472	E0747316	PER	NO	WL
EL009488	NIL0381	PER	YES	WL
EL009510	E0448484	PER	NO	WL
EL009521	E0448484	PER	NO	WL
EL009538	NIL0385	PER	NO	WL
EL009549	NIL0386	PER	YES	WL
EL009556	E0622606	PER	NO	WL
EL009583	E0068401	PER	NO	WL
EL009588	E0068401	PER	NO	WL
EL009597	E0241342	PER	NO	WL
EL009618	E0304420	PER	NO	WL
EL009636	E0161625	PER	NO	WL
EL009655	NIL0417	PER	YES	WL
EL009688	E0413683	PER	NO	WL
EL009702	E0202105	PER	NO	WL
EL009710	NIL0448	PER	YES	WL
EL009727	E0491930	PER	NO	WL
EL009736	E0491930	PER	NO	WL
EL009751	E0673316	PER	YES	WL
EL009757	E0673316	PER	NO	WL
EL009767	E0139583	PER	NO	WL
EL009799	NIL0450	PER	YES	WL
EL009800	NIL0450	PER	NO	WL
EL009802	NIL0450	PER	YES	WL
EL009810	NIL0452	PER	NO	WL
EL009827	E0281856	PER	YES	WL
EL009831	E0661270	PER	NO	WL
EL009832	E0661270	PER	NO	WL
EL009834	E0661270	PER	NO	WL
EL009835	NIL0459	PER	NO	WL
EL009856	E0446433	PER	NO	WL
EL009863	E0446433	PER	NO	WL
EL009876	E0437588	PER	NO	WL
EL009887	E0437588	PER	NO	WL
EL009899	E0625061	PER	NO	WL
EL009900	E0625061	PER	NO	WL
EL009908	E0625061	PER	NO	WL
EL009909	E0625061	PER	NO	WL
EL009913	E0586856	PER	NO	WL
EL009936	E0202467	PER	NO	WL
EL009940	E0202467	PER	NO	WL
EL009967	NIL0467	PER	YES	WL
EL009987	NIL0469	PER	NO	WL
EL009997	NIL0469	PER	YES	WL
EL009999	NIL0469	PER	NO	WL
EL010016	E0824654	PER	NO	WL
EL010021	E0824654	PER	NO	WL
EL010040	E0597824	PER	NO	WL
EL010043	E0597824	PER	NO	WL
EL010052	NIL0061	ORG	YES	WL
EL010070	E0318608	ORG	YES	WL
EL010081	E0773407	ORG	NO	WL
EL010089	E0773407	ORG	NO	WL
EL010091	E0773407	ORG	NO	WL
EL010093	E0773407	ORG	NO	WL
EL010113	E0724369	ORG	YES	WL
EL010133	E0537613	ORG	YES	WL
EL010134	E0537613	ORG	NO	WL
EL010147	NIL0074	ORG	NO	WL
EL010148	E0293095	ORG	YES	WL
EL010149	E0293095	ORG	YES	WL
EL010150	E0293095	ORG	NO	WL
EL010179	NIL0080	ORG	YES	WL
EL010187	NIL0080	ORG	YES	WL
EL010195	E0611290	ORG	NO	WL
EL010217	E0576592	ORG	NO	WL
EL010222	E0576592	ORG	NO	WL
EL010238	E0735477	ORG	YES	WL
EL010258	E0269583	ORG	NO	WL
EL010284	E0748134	ORG	NO	WL
EL010286	NIL0087	ORG	NO	WL
EL010291	NIL0087	ORG	NO	WL
EL010298	E0476856	ORG	YES	WL
EL010299	E0476856	ORG	YES	WL
EL010309	E0476856	ORG	NO	WL
EL010337	E0353565	ORG	NO	WL
EL010346	E0348440	ORG	YES	WL
EL010350	NIL0088	ORG	NO	WL
EL010357	NIL0088	ORG	NO	WL
EL010378	E0177164	ORG	NO	WL
